nan nan
174.553783	-37.100000
174.553783	-37.099943
174.552023	-37.098476
174.552023	-37.096716
174.550556	-37.094956
174.550263	-37.094076
174.547036	-37.090849
174.547036	-37.089969
174.545276	-37.088209
174.545276	-37.086742
174.544689	-37.085862
174.544689	-37.084982
174.543809	-37.084102
174.543809	-37.082635
174.542929	-37.081755
174.542929	-37.079995
174.542049	-37.079115
174.542049	-37.078235
174.541169	-37.077648
174.541169	-37.075888
174.540289	-37.075008
174.540582	-37.072368
174.539409	-37.071781
174.539409	-37.068261
174.538822	-37.067674
174.538822	-37.055940
174.539409	-37.055060
174.539702	-37.054180
174.544103	-37.049780
174.544983	-37.049486
174.545863	-37.048899
174.546743	-37.048606
174.547623	-37.048019
174.548210	-37.048019
174.549090	-37.047139
174.549970	-37.047139
174.550850	-37.046259
174.561704	-37.046259
174.563464	-37.044499
174.564051	-37.044499
174.564931	-37.043912
174.565811	-37.043912
174.566691	-37.043032
174.569038	-37.043032
174.570798	-37.044499
174.573438	-37.044499
174.574318	-37.043912
174.580772	-37.043619
174.583412	-37.046259
174.584292	-37.046259
174.585759	-37.048019
174.589866	-37.048019
174.590746	-37.047139
174.596613	-37.047139
174.597493	-37.046259
174.601600	-37.046259
174.603067	-37.047433
174.603067	-37.048313
174.604240	-37.049486
174.614214	-37.049486
174.615094	-37.048606
174.615681	-37.048606
174.616561	-37.048019
174.617441	-37.048019
174.618321	-37.047139
174.619201	-37.047139
174.629175	-37.037165
174.631522	-37.037165
174.635042	-37.040392
174.635923	-37.040392
174.636803	-37.041272
174.637389	-37.041272
174.640029	-37.043619
174.640910	-37.043619
174.641496	-37.044499
174.645016	-37.044499
174.645897	-37.043912
174.657631	-37.043619
174.658217	-37.044499
174.659098	-37.044499
174.665551	-37.050953
174.665551	-37.051540
174.667898	-37.054180
174.667898	-37.055940
174.668778	-37.056527
174.668778	-37.059167
174.669658	-37.060047
174.669658	-37.060927
174.668778	-37.061807
174.668778	-37.062394
174.667898	-37.063274
174.667898	-37.064154
174.665845	-37.066207
174.664965	-37.066207
174.663791	-37.067381
174.663791	-37.069141
174.664085	-37.069728
174.665845	-37.069728
174.666725	-37.068848
174.668191	-37.068848
174.668778	-37.069141
174.668778	-37.070901
174.666725	-37.072955
174.665845	-37.072955
174.664965	-37.073835
174.662618	-37.073835
174.661738	-37.072955
174.659098	-37.072955
174.656751	-37.075301
174.654991	-37.075301
174.654110	-37.074715
174.649123	-37.074715
174.648243	-37.073835
174.647950	-37.074128
174.647950	-37.075008
174.648830	-37.075888
174.648830	-37.076768
174.647070	-37.078235
174.647363	-37.078822
174.648243	-37.078822
174.649123	-37.077942
174.652350	-37.077942
174.653230	-37.077061
174.654991	-37.077061
174.658804	-37.080875
174.658804	-37.081755
174.659098	-37.082049
174.659978	-37.082049
174.661151	-37.083222
174.661151	-37.084102
174.660858	-37.084689
174.659978	-37.084689
174.659098	-37.085569
174.654110	-37.085569
174.653230	-37.086155
174.649123	-37.086155
174.648243	-37.087036
174.643256	-37.087036
174.642963	-37.087622
174.644136	-37.088796
174.648243	-37.088796
174.649123	-37.087916
174.652350	-37.087916
174.658217	-37.093783
174.659978	-37.093783
174.660271	-37.094369
174.660564	-37.094956
174.658804	-37.096716
174.658804	-37.097596
174.661208	-37.100000
nan nan
174.766995	-37.100000
174.767052	-37.099943
174.767052	-37.099063
174.767932	-37.098476
174.767932	-37.097596
174.768812	-37.096716
174.768812	-37.095836
174.770866	-37.093783
174.771746	-37.093783
174.772626	-37.092903
174.773212	-37.092903
174.774092	-37.092023
174.774972	-37.092023
174.775853	-37.091143
174.776733	-37.091436
174.777319	-37.090556
174.780840	-37.090556
174.781720	-37.089676
174.783480	-37.089676
174.784066	-37.090556
174.789053	-37.090262
174.789934	-37.091143
174.793454	-37.091143
174.795507	-37.093489
174.795507	-37.096716
174.793454	-37.098770
174.792574	-37.098770
174.789934	-37.096130
174.789640	-37.096716
174.789640	-37.097596
174.790520	-37.098183
174.790520	-37.099063
174.791301	-37.100000
nan nan
174.801237	-37.100000
174.801081	-37.099063
174.800494	-37.098476
174.800494	-37.096716
174.801668	-37.095543
174.802548	-37.095543
174.809882	-37.087916
174.811642	-37.087916
174.812522	-37.087036
174.813402	-37.087036
174.815162	-37.085569
174.815749	-37.085275
174.816629	-37.084689
174.817509	-37.084689
174.818389	-37.083809
174.821616	-37.083809
174.822496	-37.084689
174.823376	-37.084689
174.824256	-37.085275
174.824843	-37.085569
174.827483	-37.082929
174.828363	-37.082929
174.829243	-37.082049
174.830123	-37.082049
174.831590	-37.080582
174.832470	-37.080582
174.835110	-37.077942
174.835697	-37.077942
174.836577	-37.077061
174.837457	-37.077061
174.839217	-37.075595
174.839804	-37.075301
174.840391	-37.075008
174.840391	-37.074128
174.840977	-37.073835
174.842444	-37.073835
174.843031	-37.073248
174.843031	-37.069141
174.843617	-37.068261
174.843617	-37.067674
174.844497	-37.066794
174.844497	-37.065914
174.845964	-37.064447
174.847431	-37.064741
174.850365	-37.061807
174.850365	-37.060927
174.852418	-37.058874
174.853298	-37.058874
174.854178	-37.057993
174.855938	-37.057993
174.856818	-37.057113
174.861805	-37.057113
174.862099	-37.057407
174.858872	-37.060927
174.858872	-37.061807
174.859165	-37.062100
174.860045	-37.061220
174.860925	-37.061220
174.861219	-37.061807
174.861219	-37.064154
174.860925	-37.064447
174.860045	-37.064447
174.859459	-37.065034
174.859459	-37.065914
174.860045	-37.066207
174.860925	-37.066207
174.862685	-37.064741
174.863272	-37.064741
174.864152	-37.065327
174.865032	-37.065327
174.866206	-37.066794
174.866206	-37.067674
174.865326	-37.068261
174.865912	-37.068848
174.866499	-37.068848
174.870899	-37.064447
174.872366	-37.064741
174.873833	-37.065914
174.873833	-37.070021
174.874713	-37.070901
174.874713	-37.072368
174.875886	-37.073835
174.877647	-37.073835
174.878820	-37.075008
174.878820	-37.076768
174.877940	-37.077648
174.877940	-37.078235
174.877060	-37.079115
174.877060	-37.080875
174.877647	-37.081168
174.878233	-37.081168
174.880287	-37.079115
174.880580	-37.070901
174.881753	-37.069728
174.882340	-37.069728
174.882927	-37.070021
174.882927	-37.070901
174.883220	-37.071194
174.884980	-37.071194
174.886741	-37.069728
174.890847	-37.069728
174.891141	-37.069141
174.891141	-37.068261
174.892021	-37.067674
174.892021	-37.065914
174.892608	-37.065327
174.894954	-37.065327
174.895834	-37.064741
174.896715	-37.064447
174.897008	-37.064154
174.897008	-37.063274
174.897595	-37.062980
174.899061	-37.062980
174.900528	-37.064154
174.900528	-37.065034
174.901408	-37.065914
174.901115	-37.067674
174.900528	-37.068261
174.900528	-37.070901
174.899648	-37.071781
174.899941	-37.072074
174.902582	-37.072074
174.903168	-37.072955
174.904928	-37.072955
174.905809	-37.073835
174.906689	-37.073835
174.907569	-37.072955
174.909916	-37.072955
174.910796	-37.072074
174.912556	-37.072074
174.912849	-37.071781
174.912849	-37.070901
174.911969	-37.070021
174.911969	-37.069141
174.912849	-37.068261
174.912849	-37.067381
174.914903	-37.065327
174.915783	-37.065327
174.916663	-37.064741
174.917543	-37.064741
174.918423	-37.063861
174.919890	-37.063861
174.921650	-37.062100
174.922530	-37.062100
174.923410	-37.061220
174.926637	-37.061220
174.928397	-37.062980
174.929864	-37.062980
174.930744	-37.063861
174.932504	-37.063861
174.932797	-37.063274
174.932797	-37.061807
174.931917	-37.060927
174.932210	-37.060047
174.931330	-37.059167
174.931330	-37.056527
174.931917	-37.055940
174.931624	-37.055353
174.930744	-37.055353
174.930157	-37.056233
174.929277	-37.056233
174.928397	-37.057113
174.924290	-37.057113
174.923703	-37.056820
174.923703	-37.055940
174.922823	-37.055060
174.922823	-37.053300
174.924290	-37.052126
174.925170	-37.052126
174.925463	-37.051540
174.925463	-37.050953
174.924877	-37.050366
174.922530	-37.050366
174.919890	-37.053006
174.919303	-37.053006
174.917543	-37.054473
174.909916	-37.054473
174.907862	-37.052420
174.907862	-37.050953
174.909035	-37.049486
174.909916	-37.049486
174.910502	-37.049193
174.909622	-37.048313
174.909622	-37.047433
174.911382	-37.045966
174.910796	-37.045379
174.909035	-37.045379
174.908449	-37.046259
174.906689	-37.046259
174.905809	-37.047139
174.903168	-37.047139
174.902582	-37.048019
174.901702	-37.048019
174.900822	-37.048606
174.899941	-37.048606
174.899061	-37.049486
174.898181	-37.049780
174.896715	-37.051246
174.895834	-37.051246
174.891141	-37.055940
174.891141	-37.058287
174.889967	-37.059754
174.886741	-37.059754
174.885860	-37.058874
174.884980	-37.058874
174.882927	-37.056527
174.882927	-37.055060
174.882634	-37.054473
174.881753	-37.055353
174.878233	-37.055353
174.877647	-37.056233
174.875006	-37.056233
174.874126	-37.055353
174.873246	-37.055353
174.872953	-37.055060
174.872953	-37.054180
174.873833	-37.053300
174.873833	-37.052420
174.878233	-37.048019
174.879113	-37.048019
174.880873	-37.046259
174.882340	-37.046259
174.883807	-37.047433
174.883807	-37.049193
174.884100	-37.049486
174.884980	-37.049486
174.889674	-37.045086
174.889674	-37.043326
174.889967	-37.043032
174.891728	-37.043032
174.892608	-37.043912
174.892901	-37.043326
174.892901	-37.042446
174.890847	-37.040392
174.889087	-37.040392
174.885860	-37.043619
174.884100	-37.043912
174.883220	-37.043032
174.881753	-37.043032
174.880873	-37.042152
174.877647	-37.042152
174.877060	-37.041566
174.877060	-37.040099
174.876766	-37.039512
174.875300	-37.040979
174.875300	-37.041566
174.874713	-37.042446
174.874713	-37.043326
174.875300	-37.044206
174.875300	-37.045086
174.873246	-37.047139
174.871779	-37.047139
174.871193	-37.047433
174.871193	-37.048313
174.870313	-37.049193
174.870313	-37.052420
174.869139	-37.053886
174.868259	-37.053593
174.867379	-37.054473
174.863272	-37.054473
174.862392	-37.053593
174.861512	-37.053886
174.861219	-37.053300
174.861219	-37.052420
174.859459	-37.050660
174.859459	-37.050073
174.858872	-37.049193
174.858578	-37.045086
174.859459	-37.044206
174.859459	-37.042446
174.857992	-37.040979
174.857992	-37.040099
174.857112	-37.039219
174.857112	-37.038339
174.857405	-37.038045
174.858285	-37.038045
174.858578	-37.037459
174.858872	-37.034232
174.857112	-37.032472
174.857112	-37.031592
174.857992	-37.031005
174.857992	-37.030125
174.858872	-37.029245
174.858872	-37.026605
174.857992	-37.025724
174.857992	-37.023378
174.859165	-37.022204
174.860925	-37.022204
174.861219	-37.021618
174.861219	-37.020737
174.860925	-37.020444
174.859165	-37.020444
174.857405	-37.018684
174.855938	-37.020444
174.854178	-37.020444
174.853298	-37.021324
174.851538	-37.021324
174.850365	-37.022498
174.850951	-37.023084
174.853298	-37.022791
174.853591	-37.023378
174.853005	-37.024258
174.854178	-37.025431
174.855058	-37.024551
174.855938	-37.024551
174.856232	-37.025138
174.856232	-37.028365
174.854178	-37.030418
174.850071	-37.030418
174.849191	-37.029538
174.848311	-37.029538
174.847431	-37.028658
174.846844	-37.028658
174.845964	-37.027778
174.845084	-37.027778
174.843324	-37.026311
174.842444	-37.026311
174.833643	-37.017511
174.833643	-37.016630
174.833057	-37.015750
174.832763	-37.015164
174.832470	-37.014577
174.831590	-37.014577
174.830123	-37.013110
174.829243	-37.012817
174.827483	-37.011350
174.826603	-37.011350
174.825723	-37.010470
174.824843	-37.010470
174.824256	-37.011350
174.820736	-37.011350
174.818682	-37.009297
174.818682	-37.008417
174.819562	-37.007537
174.819562	-37.005776
174.818389	-37.004603
174.815749	-37.004603
174.815162	-37.003723
174.814282	-37.003723
174.810468	-36.999909
174.810468	-36.999909
nan nan
174.606294	-36.999909
174.607174	-37.000789
174.607174	-37.003430
174.607760	-37.004310
174.608054	-37.009297
174.608641	-37.009883
174.608641	-37.011643
174.609521	-37.012524
174.609521	-37.014284
174.610987	-37.015457
174.611867	-37.015457
174.612454	-37.016337
174.613334	-37.016337
174.615388	-37.018391
174.615388	-37.020737
174.614214	-37.022204
174.611867	-37.022204
174.610107	-37.023671
174.608347	-37.023671
174.603654	-37.019271
174.604534	-37.018391
174.604534	-37.017511
174.600427	-37.013404
174.600427	-37.011643
174.601307	-37.010763
174.601307	-37.009297
174.596613	-37.004603
174.596320	-37.004896
174.596320	-37.007537
174.596906	-37.008417
174.597200	-37.009883
174.595733	-37.011350
174.592506	-37.011350
174.591626	-37.010470
174.590746	-37.010470
174.589866	-37.009590
174.588399	-37.009590
174.587519	-37.010470
174.586639	-37.010470
174.585759	-37.011350
174.583412	-37.011350
174.581652	-37.012817
174.577545	-37.012817
174.576372	-37.011643
174.576078	-37.009003
174.577252	-37.008417
174.577252	-37.006656
174.574905	-37.004603
174.574318	-37.004603
174.573438	-37.003723
174.570798	-37.003723
174.568744	-37.005776
174.568744	-37.007537
174.567864	-37.008417
174.567864	-37.009883
174.566984	-37.010763
174.566984	-37.012524
174.566398	-37.013404
174.566104	-37.014284
174.565517	-37.015164
174.565517	-37.015750
174.563757	-37.017511
174.563757	-37.020151
174.562877	-37.020737
174.562877	-37.021618
174.561704	-37.022791
174.560824	-37.022791
174.559944	-37.023671
174.559064	-37.023671
174.558477	-37.024551
174.556717	-37.024551
174.552610	-37.028658
174.545863	-37.028658
174.541756	-37.033058
174.540876	-37.033058
174.539996	-37.033645
174.532368	-37.033645
174.531782	-37.034525
174.530902	-37.034525
174.528848	-37.036579
174.528848	-37.037459
174.526795	-37.039512
174.523274	-37.039512
174.522101	-37.040686
174.522101	-37.042446
174.520048	-37.044499
174.519167	-37.044499
174.518287	-37.045379
